id;naissanceDate;naissanceLieu;profession;classe;matricule;engageVolontaire;engageAnnee;uniteAffectation;decesLieu;decesDepartement;decesAge;residenceCanton;residenceCommune;residenceAdresse;grade;lieuSepulture;matriculeArme
7185;24/08/1883;Saint-André-des-Eaux;;1903;3062;;;65 Régiment d'infanterie;La Ferme de Touvent;Oise;31;Guérande;Saint-André-des-Eaux;;;;1
7186;13/12/1890;Saint-Géréon;cultivateur;1910;359;;;135 Régiment d'infanterie;Bièvre;Belgique;23;Ancenis;Saint-Géréon;Le Bois-Mouchet;Soldat;Cimetière Militaire Franco Allemand - Maissin;1
7188;04/01/1885;Saint-Vincent-des-Landes;;;;;;264 Régiment d'infanterie;Estrées;Somme;31;;Saint-Vincent-des-Landes;;;Nécropole Nationale Albert;1
7189;20/04/1873;Vigneux-de-Bretagne;;;;;;81 Régiment d'infanterie territoriale;Devant Arras;Pas-de-Calais;42;;Vigneux-de-Bretagne;;;Carré Militaire Saint Nicolas - Saint Nicolas lez Arras;1
7190;;;;;;;;;;;;;Chevallerais, La;;;;0
7191;;;;;;;;;;;;;Nantes;;;;1
7192;;;;;;;;;;;;;Nantes;;;;1
7193;;;;;;;;;;;;;Nantes;;;;1
7194;24/06/1893;Saint-Père-en-Retz;;1913;3851;;;114 Régiment d'infanterie;Parthenay - Hôpital Mixte;Deux-Sèvres;21;Saint-Père-en-Retz;Saint-Père-en-Retz;;Sergent;;1
7195;29/04/1883;Campbon;;;2479;;;293 Régiment d'infanterie;Paris - Hôpital Necker;Seine;32;Savenay;Campbon;Le Sery;Sergent;;1
7196;22/03/1897;Montbert;cultivateur;1917;1584;;;70 Régiment d'infanterie;Glaignes - Ambulance 5/1 ;Oise;21;Aigrefeuille-sur-Maine;Geneston;;Sergent  ;Nécropole Nationale Mery la Bataille;1
7197;30/05/1890;Saint-Colomban;cultivateur;1910;1396;;;93 Régiment d'infanterie;Troyon;Aisne;26;Saint-Philbert-de-Grand-Lieu;Saint-Colomban;;Soldat;Nécropole Nationale Cerny en Laonnois;1
7198;25/04/1886;Saint-Colomban;cultivateur;1906;491;;;65 Régiment d'infanterie;Louvencourt - Ambulance n°5;Somme;29;Saint-Philbert-de-Grand-Lieu;Saint-Colomban;;Soldat;Nécropole Nationale Warloy Baillon - Beaumont Hamel;1
7199;06/08/1887;Saint-Philbert-de-Bouaine;cultivateur;1907;889;;;168 Régiment d'infanterie;Fleury - Verdun;Meuse;28;Saint-Philbert-de-Grand-Lieu;Saint-Colomban;Village du Pledoux;Soldat;;1
7200;27/09/1895;Saint-Colomban;cultivateur;1915;856;;;1 Groupe de cycliste;Saint Maurice - Hôpital Mixte;Seine;19;Saint-Philbert-de-Grand-Lieu;Saint-Colomban;Ville;Soldat;;1
7201;13/04/1891;Saint-Colomban;cultivateur;1911;1134;;;143 Régiment d'infanterie;Massiges;Marne;24;Saint-Philbert-de-Grand-Lieu;Saint-Colomban;;Soldat;;1
7202;25/10/1883;Vigneux-de-Bretagne;;;;;;11 Section d'infirmiers militaires;Fontenay le Comte - Hôpital Militaire;Vendée;31;;Saint-Etienne-de-Montluc;;Soldat;;1
7203;21/04/1884;Saint-Herblain;;;;;;241 Régiment d'infanterie;Roclincourt;Pas-de-Calais;31;;Saint-Herblain;;Soldat;;1
7204;13/03/1894;Saint-Herblain;;;;;;3 Bataillon de chasseurs à pied;Notre Dâme de Lorette;Pas-de-Calais;21;;Saint-Herblain;;Soldat;;1
7205;27/05/1887;Saint-Jean-de-Corcoué;domestique;1907;765;;;65 Régiment d'infanterie;Thiaumont - Combats de Verdun;Meuse;29;Legé;Corcoué-sur-Logne;;Soldat;;1
7206;;;;;;;;;;;;;Saint-Nazaire;;Soldat;Cimetière Civil Toutes Aides - Saint Nazaire;0
7207;02/07/1872;Vertou;cultivateur;1892;1043;;;81 Régiment d'infanterie territoriale;Vého ;Meurthe-et-Moselle;43;Nantes;Saint-Sébastien-sur-Loire;Portereau;Caporal;;1
7208;06/03/1893;Sautron;domestique;1913;243;;;16 Régiment de Dragons;Souchez;Pas-de-Calais;22;;Sautron;Chatillon;Soldat;Nécropole Nationale Notre Dame de Lorette - Ablain Saint Nazaire;1
7209;31/03/1888;Treillières;;;1095;;;65 Régiment d'infanterie;Chaumont-Saint-Quentin;Ardennes;26;Chapelle-sur-Erdre, La;Treillières;;Soldat;;1
7210;20/02/1894;Vallet;cultivateur;1914;1488;;;12 Bataillon de chasseurs alpins;Hartmansweilerkopf ;Alsace;21;Vallet;Vallet;Bourg;Soldat;Nécropole Nationale Le Viel Armand - Wattwiller, Tombe 1205;1
7211;;;;;;;;;;;;;;;Soldat;;0
7212;;;;;;;;;;;;;Vigneux-de-Bretagne;;Soldat;;0
7213;14/12/1891;Vigneux-de-Bretagne;;;;;;31 Régiment d'infanterie;Salvange;Meuse;23;;Vigneux-de-Bretagne;;Soldat;;1
7214;09/07/1892;Fay-de-Bretagne;;;;;;64 Régiment d'infanterie;La Fère Champenoise;Marne;22;;Vigneux-de-Bretagne;;Soldat;;1
7216;10/04/1889;Vigneux-de-Bretagne;;;;;;10 Régiment de Chasseurs;Ville Savoye;Aisne;29;;Vigneux-de-Bretagne;;Soldat;;1
7217;01/01/1880;Vigneux-de-Bretagne;;;;;;265 Régiment d'infanterie;Compiègne;Oise;34;;Vigneux-de-Bretagne;;Soldat;Nécropole Nationale Royallieu - Compiegne;1
7218;26/06/1884;Vigneux-de-Bretagne;;;;;;26 Régiment d'infanterie;Haucourt;Meuse;31;;Vigneux-de-Bretagne;;Soldat;Nécropole Nationale Avocourt;1
7219;07/06/1887;Vigneux-de-Bretagne;;;;;;91 Régiment d'infanterie;La Forêt de Retz - Secteur de Longpont;Aisne;31;;Vigneux-de-Bretagne;;Soldat;;1
7220;15/03/1892;Vigneux-de-Bretagne;;;;;;137 Régiment d'infanterie;Hébuterne;Pas-de-Calais;23;;Nantes;;Soldat;;1
7221;27/03/1879;Vigneux-de-Bretagne;;;;;;101 Régiment d'infanterie;Baconnes;Marne;36;;Vigneux-de-Bretagne;;Soldat;Nécropole Nationale Bois du Puits - Auberive;1
7222;23/02/1890;Arthon-en-Retz;domestique cultivateur;1910;1470;;;78 Régiment d'infanterie;Pennar - commune d'Asiago;Italie;28;Pornic;Arthon-en-Retz;La Feuillardais;Soldat 2e classe;;1
7223;18/02/1884;Plessé ;;;;;;91 Régiment d'infanterie;La Tranchée de Calonne;Meuse;31;;Blain;;Soldat;;1
7224;04/03/1889;Plessé ;;;;;;64 Régiment d'infanterie;Douaumont;Meuse;27;;Blain;;Soldat;;1
7225;12/09/1879;Campbon;;;2795;;;208 Régiment d'infanterie;Lihons;Somme;37;Savenay;Campbon;La Mirtelais;Soldat;Nécropole Nationale Lihons;1
7226;17/07/1896;Couëron;ouvrier d'usine;1916;3225;;;1 Régiment d'artillerie;Ménévillers;Oise;21;Saint-Etienne-de-Montluc;Couëron;;Soldat;Carré militaire de Couëron;1
7227;04/05/1874;Guérande;cultivateur;1894;3353;;;60 Régiment d'infanterie territoriale;Saint-Florentin-Versigny (hopital train sanitaire);Yonne;44;Guérande;Guérande;Poissevin;Soldat;;1
7228;13/07/1878;Héric;cultivateur;;1147;;;337 Régiment d'infanterie;Biermont;Oise;40;Nort-sur-Erdre;Héric;;Soldat;;1
7229;21/05/1894;Montbert;cultivateur;1914;;;;1 Régiment de zouaves;Neuville-Saint-Vaast;Pas-de-Calais;20;Aigrefeuille-sur-Maine;Montbert;;Soldat;;0
7230;01/08/1897;Nantes;;;;;;22 Régiment d'infanterie coloniale;Legé - Hôpital Sanitaire n°58;Loire Inférieure;21;;Nantes;;Soldat;Carré Militaire Legé;1
7231;20/10/1895;Nantes;;;;;;114 Régiment d'infanterie;Neuville-Saint-Vaast;Pas-de-Calais;19;;Nantes;;Soldat;;1
7232;08/11/1894;Nantes;;;;;;114 Régiment d'infanterie;Parthenay - Hôpital Mixte;Deux-Sèvres;20;;Nantes;;Soldat;Carré Militaire La Bouteillerie - Nantes;1
7233;13/06/1884;Orvault;cultivateur;1904;3459;;;65 Régiment d'infanterie;Bois de Vaux le Châpitre - Combats de Verdun;Meuse;32;Chapelle-sur-Erdre, La;Orvault;;Soldat;;1
7234;11/04/1891;Orvault;cultivateur;1911;491;;;157 Régiment d'infanterie;Salonique - Ambulance Temporaire NÂ°2;Grèce;27;Chapelle-sur-Erdre, La;Orvault;;Soldat;;1
7235;24/07/1876;Sautron;cultivateur;1896;393;;;265 Régiment d'infanterie;Cayeux en Santerre - Ambulance;Somme;40;La Chapelle sur Erdre;Sautron;La Primaudière;Caporal;Nécropole Nationale Lihons;1
7237;23/07/1893;Turballe, La;;1913;3196;;;Croiseur Cuirassé Léon Gambetta;Disparu en Mer;;21;Guérande;Turballe, La;;Matelot ;;1
7240;24/07/1881;Guérande;plâtrier;1901;1396;;;65 Régiment d'infanterie;Serre;Pas-de-Calais;33;Guérande;Guérande;La Madeleine;Sergent;;1
7241;12/11/1883;Guérande;cultivateur;1903;3035;;;65 Régiment d'infanterie;Thiaumont - Combats de Verdun;Meuse;32;Guérande;Guérande;Kerhinet;Soldat;;1
7242;20/10/1885;Guérande;cultivateur;1905;3445;;;153 Régiment d'infanterie;Neuville-Saint-Vaast;Pas-de-Calais;28;Guérande;Guérande;Baugas;Soldat;Nécropole Nationale Notre-Dame-de-Lorette - Ablain Saint Nazaire;1
7243;09/01/1896;Turballe, La;;1916;1575;;;317 Régiment d'infanterie;Glennes-Lazarett;Allemagne;22;Guérande;Turballe, La;;Soldat;;1
7244;08/02/1888;Saint-Aubin-des-Châteaux;;;;;;116 Régiment d'infanterie;Perthes-les-Hurlus;Marne;27;;Saint-Aubin-des-Châteaux;;Canonnier;Nécropole Nationale Suippes Ville;1
7245;11/09/1896;Rougé;;;;;;135 Régiment d'infanterie;Sailly Saillisel;Somme;20;;Rougé;;Sergent;Carré Communal Flers;1
7246;28/03/1893;Rougé;;;;;;150 Régiment d'infanterie;Bois de la Gruerie;Marne;21;;Rougé;;Soldat;;1
7247;09/03/1888;Rougé;;1908;603;;;135 Régiment d'infanterie;Bièvre;Belgique;26;Derval;Lusanger;;Soldat;;1
7248;03/03/1882;Batz-sur-Mer;;1902;3000;;;265 Régiment d'infanterie;Fay;Somme;34;Pontchâteau;Saint-Joachim;;Soldat;Nécropole Nationale Dompierre Becquincourt;1
7249;09/11/1881;Sion-les-Mines;;;784;;;19 Régiment d'infanterie;Verdun;Meuse;34;Derval;Sion-les-Mines;;Soldat;Nécropole Nationale Douaumont - Fleury devant Douaumont;1
7250;05/07/1880;Sion-les-Mines;;;425;;;64 Régiment d'infanterie;Amiens;Somme;34;Derval;Sion-les-Mines;;Soldat;Nécropole Nationale Saint Acheul - Amiens;1
7251;04/12/1891;Batz-sur-Mer;;1911;3686;;;91 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;23;Croisic, Le;Batz-sur-Mer;;Soldat;;1
7252;18/12/1896;Pouliguen, Le;boucher;1916;1704;;;328 Régiment d'infanterie;Prouilly - Hôpital Orientation et Evacuation;Marne;21;Croisic, Le;Pouliguen, Le;;Soldat;;1
7254;13/10/1895;Lusanger;;1915;809;;;411 Régiment d'infanterie;Essey-les-Nancy;Meurthe-et-Moselle;22;Derval;Lusanger;;Soldat;;1
7255;02/06/1893;Moisdon-la-Rivière;;;;;;66 Régiment d'infanterie;Langemarck;Belgique;21;;Moisdon-la-Rivière;;Soldat;;1
7256;19/06/1885;Ponts-de-Cé, Les;;;;;;64 Régiment d'infanterie;Tahure;Marne;30;;Nantes;;Soldat;;1
7257;14/05/1898;Nantes;;;;;;136 Régiment d'infanterie;Villemondière;Aisne;20;;Nantes;;Soldat;;1
7258;13/12/1891;Nozay;;;;;;116 Régiment d'infanterie;Maissin;Belgique;22;;Nozay;;Soldat;;1
7259;25/09/1893;Saint-Nazaire;;;;;;409 Régiment d'infanterie;Vaux devant Damloup;Meuse;22;;Saint-Nazaire;;Caporal;;1
7260;27/12/1886;Saint-Lyphard;cultivateur;1906;2968;;;270 Régiment d'infanterie;Floreffe;Belgique;27;Herbignac;Saint-Lyphard;Kerhas;Soldat;Nécropole Nationale Belle Motte, Aisneau - Tombe1127;1
7261;12/06/1882;Bonnoeuvre;;1902;104;;;64 Régiment d'infanterie;Boisselle, La;Somme;32;Saint-Mars-la-Jaille;Bonnoeuvre;;Soldat;;1
7262;01/03/1894;Derval;;1914;904;;;28 Régiment d'artillerie;Vannes - Hôpital Mixte;Morbihan;21;Derval;Derval;;Canonnier Servant ;;1
7263;19/03/1890;Saint-Vincent-des-Landes;;;;;;135 Régiment d'infanterie;Agny;Pas-de-Calais;25;;Rougé;;Soldat;;1
7264;15/09/1888;Châteaubriant;;1908;700;;;135 Régiment d'infanterie;Bièvre;Belgique;25;Châteaubriant;Châteaubriant;;Soldat;;1
7265;02/10/1882;Derval;;1902;749;;;8 Régiment d'infanterie;La Ferme Le Priez;Somme;33;Derval;Derval;;Soldat;;1
7266;19/05/1895;Erbray;;;;;;120 Régiment d'infanterie;Sapigneul;Marne;21;;Erbray;;Soldat;;1
7267;13/09/1880;Tréffieux;;1900;524;;;15 Escadron du train des équipages;Salonique - Hôpital Temporaire n°16;Grèce;38;Derval;Lusanger;;Soldat;;1
7268;14/06/1894;Blain;;;;;;2 Régiment d'infanterie coloniale;Termes - Hôpital;Ardennes;21;;Notre-Dame-des-Landes;;Soldat;;1
7269;26/11/1880;Missillac;;;;;;216 Régiment d'infanterie;Le Fort de Vaux;Meuse;35;;Missillac;;Soldat;Nécropole Nationale Douaumont - Fleury devant Douaumont;1
7270;03/04/1895;Sévérac;;1915;2614;;;114 Régiment d'infanterie;Neuville-Saint-Vaast;Pas-de-Calais;20;Saint-Gildas-des-Bois;Sévérac;;Soldat;;1
7271;08/03/1894;Sévérac;;1914;2822;;;2 Régiment d'infanterie coloniale;Meschede;Allemagne;24;Saint-Gildas-des-Bois;Sévérac;;Soldat;Nécropole Nationale Prisonniers de Guerre 1914-1918 - Sarrebourg;1
7272;27/06/1882;Sévérac;;1902;2604;;;147 Régiment d'infanterie;Saint Nazaire - Hôpital Auxiliaire n°6;Loire Inférieure;36;Saint-Gildas-des-Bois;Sévérac;;Soldat;;1
7273;10/08/1893;Sévérac;;1913;1838;;;150 Régiment d'infanterie;Froméreville;Meuse;22;Saint-Gildas-des-Bois;Sévérac;;Soldat;Nécropole Nationale Glorieux - Verdun;1
7274;09/04/1890;Sévérac;;1910;2749;;;70 Régiment d'infanterie;Auvelais;Belgique;24;Saint-Gildas-des-Bois;Sévérac;;Soldat;Nécropole Nationale Auvelais;1
7275;18/07/1877;Saint-Lyphard;laboureur;1897;1847;;;5 Escadron du train des équipages;Charleville - Ambulance;Ardennes;41;Herbignac;Saint-Lyphard;Kerveloche;Soldat;Carré Militaire Boutet - Charleville Mézières - Tombe 56;1
7276;14/11/1881;Herbignac;;1901;2494;;;76 Régiment d'infanterie;Juvincourt;Aisne;35;Herbignac;Saint-Lyphard;;Soldat;Nécropole Nationale de Pontavert  - Tombe 417;1
7277;17/09/1888;Herbignac;;1908;2900;;;137 Régiment d'infanterie;Mailly-Maillet;Somme;26;Herbignac;Herbignac;;Soldat;;1
7278;29/12/1889;Herbignac;;1909;1536;;;65 Régiment d'infanterie;Chaumon Saint Quentin;Ardennes;24;Herbignac;Herbignac;;Soldat;;1
7279;10/01/1877;Herbignac;;1897;1826;;;81 Régiment d'infanterie territoriale;Arras;Pas-de-Calais;38;Herbignac;Herbignac;;Soldat;;1
7280;11/04/1891;Herbignac;;1911;2237;;;99 Régiment d'infanterie;Damloup - Combats de Verdun;Meuse;25;Herbignac;Herbignac;;Soldat;Nécropole Nationale Faubourg Pavé - Verdun;1
7281;05/12/1888;Herbignac;;1908;2920;;;68 Régiment d'infanterie;Camp d'Ohrdruf;Allemagne;27;Herbignac;Herbignac;;Soldat;Nécropole Nationale Prisonniers de Guerre 1914-1918 - Sarrebourg;1
7282;05/03/1894;Herbignac;;1914;2291;;;401 Régiment d'infanterie;Klostermoten;Belgique;23;Herbignac;Herbignac;;Soldat;;1
7283;12/05/1883;Ligné;laboureur;1903;64;;;2 Régiment d'artillerie  ;Le Havre - Hôpital Mixte;Seine Inférieure;31;Ligné;Ligné;La Roche;Canonnier;;1
7284;12/01/1892;Petit-Mars;abbé;;738;;;85 Régiment d'infanterie;Thuizy;Marne;25;Nort-sur-Erdre;Petit-Mars;;Caporal ;;1
7285;30/05/1886;Riaillé;meunier;1906;343;;;28 Régiment d'artillerie;Frésaut - Hôpital;Pas-de-Calais;29;Riaillé;Riaillé;;Soldat;;1
7286;24/08/1888;Cheix;;1908;1633;;;65 Régiment d'infanterie;Courcy;Marne;29;Pellerin, le;Port-Saint-Père;;Soldat;Nécropole Nationale Sillery;1
7287;;;;;;;;;;;;Pellerin, Le;Rouans;;Soldat;;0
7288;26/04/1894;Chauvé;;1914;1025;;;146 Régiment d'infanterie;Zonnebecke;Belgique;20;Paimboeuf;Corsept;;Soldat;;1
7289;26/07/1879;Riaillé;cultivateur;1899;325;;;116 Régiment d'infanterie;Villefranche - Hôpital;Rhône;38;Moisdon-la-Rivière;Grand-Auverné;;Soldat;;1
7291;27/03/1880;Petit-Mars;cultivateur;;1092;;;264 Régiment d'infanterie;Tracy-le-Val;Oise;35;Nort-sur-Erdre;Petit-Mars;;Soldat;;1
7292;04/09/1875;Bouguenais;;;;;;6 Régiment d'infanterie coloniale;Les Islettes - Ambulance;Meuse;40;;Pellerin, Le;;Soldat;Nécropole Nationale Les Islettes;1
7293;04/05/1892;Pont-Croix;;;;;;146 Régiment d'infanterie;Saint-Nicolas-de-Port;Meurthe-et-Moselle;22;;Nantes;;Lieutenant;;1
7294;06/09/1894;Plessé;;;;;;114 Régiment d'infanterie;Parthenay - Hôpital Mixte;Deux-Sèvres;20;;Plessé;;;Carré Militaire Parthenay;1
7295;;;;;;;;;;;;;Nantes;;;;0
7296;30/11/1891;Angers;;;;;;Le Casabianca;Au large de Smyrne;;23;;Nantes;;Quartier Maitre Mécanicien;;1
7297;13/07/1895;Nantes;;;;;;6 Régiment du génie;Angers ;Maine-et-Loire;21;;Nantes;;Sapeur-Mineur;;1
7298;21/07/1897;Pornic;;;;;;123 Régiment d'infanterie;Combats de Dives le Franc ;Oise;20;;Pornic;;Sergent;;1
7299;11/01/1881;Bouguenais;instituteur;1901;119;;;251 Régiment d'infanterie;Bois des Caurettes - Combats de Verdun;Meuse;35;Vallet;Régrippière, La;Bourg;Sergent;;1
7300;27/09/1895;Ruffigné;cultivateur;1915;512;;;174 Régiment d'infanterie;Douaumont - Combats de Verdun;Meuse;21;Châteaubriant;Ruffigné;Grignordais;Soldat;;1
7301;13/05/1883;Saint-Omer;;;;;;162 Régiment d'infanterie;Saint-Nazaire Hôpital Auxiliaire n°6;Loire Inférieure;31;;Saint-Nazaire;;Soldat;Carré Militaire Toutes Aides - Saint Nazaire;0
7302;23/11/1889;Sion-les-Mines;;;941;;;135 Régiment d'infanterie;Guedlinbourg - Hôpital des Prisonniers de Guerre;Allemagne;28;Derval;Sion-les-Mines;;Soldat;Nécropole Nationale Prisonniers de Guerre 1914-1918 - Sarrebourg;1
7303;14/08/1893;Pierric;;;;;;330 Régiment d'infanterie;Fastinguen - Lazarett de Prisonniers;Allemagne;23;;Trignac;;Soldat;Nécropole Nationale Prisonniers de Guerre 1914-1918 - Sarrebourg;1
7304;23/08/1883;Théhillac;;;;;;116 Régiment d'infanterie;Normée;Marne;31;;Dréfféac;;Soldat;;0
7305;21/04/1883;Mouzillon;cultivateur;1903;1179;;;64 Régiment d'infanterie;Fère-Champenoise, La;Marne;31;Vallet;Vallet;La Rebunière;Soldat;;1
7306;17/11/1876;Nantes;;1896;712;;;81 Régiment d'infanterie territoriale;Albert;Somme;37;Bouaye;Rezé;Pont-Rousseau;Soldat;Cimetière Saint-Paul de Rezé;1
7307;17/05/1889;Nantes;;;;;;93 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;26;;Nantes;;Soldat;;1
7308;21/02/1884;Châtillon-sur-Thouet;;;;;;155 Régiment d'infanterie;Saint Hilaire le Grand;Marne;31;;Nantes;;Soldat;Nécropole Nationale Somme Suippe;0
7309;09/11/1894;Clisson;;;;;;114 Régiment d'infanterie;Flers sur Noye;Somme;23;;Vigneux-de-Bretagne;;Soldat;Cimetière de la miséricorde - Nantes;1
7310;24/03/1888;Petit-Mars;cultivateur;;387;;;48 Régiment d'artillerie;Petit Mars;Loire Inférieure;30;Nort-sur-Erdre;Petit-Mars;;Soldat;;1
7311;21/03/1876;Sainte-Marie-sur-Mer;;;;;;116 Régiment d'infanterie;Vannes - Hôpital n°7;Morbihan;40;;Pornic;;;;1
7313;22/08/1895;Bouguenais;;1915;288;;;70 Régiment d'infanterie;Rarécourt;Meuse;20;Saint-Mars-la-Jaille;Saint-Mars-la-Jaille;;Soldat;Nécropole Nationale Les Islettes;1
7314;25/01/1890;Clisson;cordonnier;1910;1224;;;66 Régiment d'infanterie;Pilkem;Belgique;25;Clisson;Clisson;Saint-Jacques;Soldat;;1
7315;01/01/1885;Nantes;;;;;;41 Régiment d'infanterie;Avesnes le Comte;Pas-de-Calais;29;;Nantes;;Soldat;;1
7316;14/10/1883;Guenrouët;;;;;;70 Régiment d'infanterie;Achicourt;Pas-de-Calais;30;;Nantes;;Soldat;Nécropole Nationale La Targette - Neuville Saint Vaast;1
7317;14/10/1887;Pornic;;;;;;7 Régiment d'infanterie coloniale;Ville sur Tourbe;Marne;26;;Pornic;;Soldat;Nécropole Nationale Pont de Marson Minaucourt le Mesnil les Hurlus;1
7318;30/03/1881;Sucé-sur-Erdre;;;;;;94 Régiment d'infanterie;La Harazée;Marne;34;;Sucé-sur-Erdre;;;Nécropole Nationale La Harazée - Vienne le Château;1
7319;10/02/1887;Sucé-sur-Erdre;;;;;;8 Bataillon de chasseurs à pied;Bagatelle;Marne;28;;Sucé-sur-Erdre;;;;1
7320;18/09/1882;Sucé-sur-Erdre;;;;;;70 Régiment d'infanterie;Roclincourt;Pas-de-Calais;22;;Sucé-sur-Erdre;;Soldat;;1
7321;;;;;;;;;;;;;Sucé-sur-Erdre;;Soldat;;1
7322;18/07/1888;Maubeuge;;;;;;291 Régiment d'infanterie;Saint-Nazaire Hôpital Mixte;Loire Inférieure;26;;Saint-Nazaire;;Soldat;Carré Militaire Toutes Aides - Saint Nazaire;0
7323;03/09/1895;Lorient;;;;;;Croiseur Cuirassé Amiral Charner;Disparu en mer;;20;;Nantes;;Quartier Maitre Mécanicien;;1
7324;31/07/1872;Nantes;;;;;;37 Régiment d'infanterie coloniale;Sur la Cherna;Serbie;44;;Nantes;;Adjudant-Chef;;0
7325;;;;;;;;;;;;;Erbray;;;;0
7326;02/09/1881;Riallé;cultivateur;1901;1792;;;22 Régiment d'infanterie;Epernay - Ambulance 5/70;Marne;37;Saint-Mars-la-Jaille;Saint-Mars-la-Jaille;;Soldat;;1
7327;26/09/1879;Saint-Lumine-de-Clisson;cultivateur;1899;643;;;82 Régiment d'infanterie territoriale;Toul ;Meurthe-et-Moselle;39;Aigrefeuille-sur-Maine;Planche, La;;Soldat;Nécropole Nationale Choloy Menillot;1
7328;25/07/1892;Bignon, Le;cultivateur;1912;1178;;;64 Régiment d'infanterie;Sedan;Ardennes;22;Aigrefeuille-sur-Maine;Bignon, Le;;Soldat;Carré Militaire Saint Charles - Sedan;1
7329;28/04/1881;Saint-Colomban;;1901;;;;93 Régiment d'infanterie;Touvent;Pas-de-Calais;34;Bouaye;Rezé;;Sergent;Cimetière Saint-Paul de Rezé;0
7330;24/12/1892;Mer;;;;;;106 Bataillon de chasseurs à pied;Wenstein;Alsace;22;;Nantes;;caporal fourrier;Nécropole Nationale Le Wettstein - Orbey;1
7332;14/06/1881;Donges;charpentier;1901;1673;;;65 Régiment d'infanterie;Beaumont;Somme;33;Saint-Nazaire;Saint-Malo-de-Guersac;Errand;Soldat;Nécropole Nationale Warloy Baillon;1
7333;18/07/1894;Nantes;;;;;;146 Régiment d'infanterie;Frézemberg;Belgique;20;;Nantes;;Soldat;;1
7334;14/12/1894;Nantes;;;;;;330 Régiment d'infanterie;Villette Plessier;Aisne;23;;Nantes;;Soldat;Nécropole Nationale Champs;1
7335;22/11/1881;Crossac;;1901;2346;;;70 Régiment d'infanterie;Roclincourt;Pas-de-Calais;33;Pontchâteau;Crossac;;Caporal;;1
7337;30/03/1883;Nort-sur-Erdre;;1903;;;;64 Régiment d'infanterie;Auchonvillers;Somme;31;Carquefou;Sainte-Luce-Sur-Loire;;Soldat;;0
7338;27/11/1876;Crossac;;1896;;;;11 Section d'infirmiers militaires;Saint Etienne de Montluc;Loire Inférieure;40;Pontchâteau;Crossac;;Soldat;;0
7340;24/12/1875;Avessac;;1895;2053;;;75 Régiment d'infanterie territoriale;Fismes - Ambulance n°12;Marne;39;Saint-Nicolas-de-Redon;Avessac;;Soldat;Nécropole Nationale La Maison Bleue - Cormicy;1
7341;17/04/1888;Saint-Perreux;;1908;2120;;;65 Régiment d'infanterie;Chaumont Saint Quentin;Ardennes;26;Saint-Nicolas-de-Redon;Fégréac;;Soldat;Nécropole Nationale La Marfée - Noyers Pont Maugis;1
7342;02/08/1883;Fégréac;;;;;;70 Régiment d'infanterie;Neuville Vitasse;Pas-de-Calais;31;;Nantes;;Soldat;Nécropole Nationale La Targette - Neuville Saint Vaast;1
7343;26/05/1874;Pouliguen, Le;marin;1894;3405;;;2 Régiment d'infanterie coloniale;Souain;Marne;41;Croisic, Le;Pouliguen, Le;;Soldat;cimetière Z;1
7344;26/01/1893;Roche-Bernard, La;;;;;;66 Régiment d'infanterie;La Fère Champenoise;Marne;21;;Trignac;;Soldat;;1
7345;14/11/1892;Petit-Mars;;;;;;77 Régiment d'infanterie;Bievre;Belgique;21;;Saint-Mars-du-Désert;;Soldat;;0
7346;28/05/1889;Moisdon-la-Rivière;;1909;673;;;93 Régiment d'infanterie;Chaumont Saint Quentin;Ardennes;25;Châteaubriant;Châteaubriant;;Soldat;;1
7347;25/05/1883;Carquefou;;1903;155;;;41 Régiment d'infanterie;Four de Paris;Meuse;32;Bouaye;Rezé;Chêne-Gala;Sergent;Cimetière Saint-Paul de Rezé;1
7348;10/06/1889;Saint-Aubin-des-Châteaux;cultivateur;1909;675;;;328 Régiment d'infanterie;Berny-en-Santerre;Somme;27;Châteaubriant;Ruffigné;;Soldat;;1
7349;14/07/1886;Petit-Auverné;;1906;767;;;264 Régiment d'infanterie;Quennevières;Oise;28;Châteaubriant;Châteaubriant;;Soldat;Nécropole Nationale Tracy le Mont;1
7350;13/12/1887;Petit-Auverné;;1907;442;;;64 Régiment d'infanterie;Cerny en Laonnois;Aisne;29;Saint-Julien-de-Vouvantes;Petit-Auverné;;Soldat;Nécropole Nationale Cerny en Laonnois;1
7351;14/11/1892;Petit-Mars;;;;;;77 Régiment d'infanterie;Bièvre;Belgique;21;;Petit-Mars;;Soldat;;0
7352;05/09/1885;Varades;;;120;;;264 Régiment d'infanterie;Villers-Cotterêts;Aisne ;29;;Varades;;Soldat;Carré Militaire Varades;1
7353;11/02/1898;Saint-Sulpice-des-Landes;;1918;268;;;91 Régiment d'infanterie;Longpont;Aisne;20;Saint-Mars-la-Jaille;Saint-Sulpice-des-Landes;;Soldat;;1
7354;10/01/1889;Vritz;;1909;429;;;64 Régiment d'infanterie;Louvencourt;Somme;26;Saint-Mars-la-Jaille;Vritz;;Soldat;;1
7355;08/01/1890;Vritz;;1910;177;;;120 Régiment d'infanterie;Verdun - Ambulance n°4/54;Meuse ;26;Saint-Mars-la-Jaille;Vritz;;Soldat;Nécropole Nationale Landrecourt-Lempire;1
